reccount,polno,state,effdate,expdate,polage,cancel,reinstate,lapse,poltype,vehtype,deluxmulti,color,year,milecat,size,power,V96,deduct,county,limit,prem,incloss,claimct
236942,WEN9999569  ,AZ,20131026,20141026,6,1,2,0,delux,full,No,Blue,1988,3,2500,0,H              ,2500,21,100,3826,0,0
236949,WEN9999570  ,AZ,20131012,20141012,6,0,0,0,stand,full,stand,Red,1990,4,1100,3,               ,1000,21,25,982,21599,1
236956,WEN9999571  ,AZ,20131023,20141023,6,0,0,0,delux,full,No,White,1970,3,3178,0,               ,2500,21,500,7241,0,0
236957,WEN9999571  ,AZ,20141023,20151023,7,0,0,0,delux,full,No,White,1970,3,3178,0,G              ,2500,21,500,7475,0,0
236971,WEN9999574  ,AZ,20131101,20141101,6,0,1,1,stand,lux,stand,Red,1975,3,1287,4,               ,500,115,25,1729,0,0
236972,WEN9999574  ,AZ,20141101,20151101,7,0,1,1,stand,lux,stand,Red,1975,3,1287,4,H              ,500,115,25,1724,0,0
236984,WEN9999577  ,AZ,20131030,20141030,6,0,0,0,stand,full,stand,Red,1996,3,1300,2,               ,1000,21,25,800,0,0
236985,WEN9999577  ,AZ,20141030,20151030,7,0,0,0,stand,full,stand,Red,1996,3,1300,2,O              ,1000,21,25,795,0,0
236994,WEN9999579  ,AZ,20131103,20141103,6,0,0,0,delux,full,No,White,1962,3,1456,0,               ,1000,81,100,2626,0,0
236995,WEN9999579  ,AZ,20141103,20151103,7,0,0,1,delux,full,No,White,1962,3,1456,0,G              ,1000,81,100,2709,0,0
237006,WEN9999582  ,AZ,20131014,20141014,6,0,1,1,delux,full,No,White,1926,5,3764,0,G              ,1000,81,500,3990,0,0
237015,WEN9999585  ,AZ,20131016,20141016,6,1,2,0,delux,stand,No,Blue,1989,4,1710,0,               ,2500,81,100,1638,0,0
237016,WEN9999585  ,AZ,20141016,20151016,7,2,4,0,delux,stand,No,Blue,1989,4,1710,0,G              ,2500,81,100,1612,0,0
237036,WEN9999594  ,AZ,20131015,20141015,6,0,0,0,delux,full,No,Blue,1973,4,1740,0,H              ,2500,81,100,2184,0,0
237037,WEN9999594  ,AZ,20141015,20151015,7,0,0,0,delux,full,No,Blue,1973,4,1740,0,H              ,2500,81,100,2280,0,0
237048,WEN9999596  ,AZ,20131005,20141005,6,0,0,0,stand,lux,stand,White,1994,5,2385,4,H              ,1000,115,25,1586,0,0
237049,WEN9999596  ,AZ,20141005,20151005,7,0,0,0,stand,lux,stand,White,1994,5,2385,4,H              ,1000,115,25,1575,0,0
237068,WEN9999601  ,AZ,20131218,20141218,6,0,0,0,delux,full,No,White,1994,5,1307,0,               ,1000,81,100,2477,0,0
237075,WEN9999602  ,AZ,20131220,20141220,6,0,1,1,delux,full,No,White,1976,5,1336,0,               ,1000,9,25,1989,0,0
237076,WEN9999602  ,AZ,20141220,20151220,7,0,1,1,delux,full,No,White,1976,5,1336,0,               ,1000,9,25,2074,0,0
237088,WEN9999604  ,AZ,20131219,20141219,6,0,0,0,delux,full,No,White,2003,4,1634,0,               ,1000,9,500,1530,0,0
237089,WEN9999604  ,AZ,20141219,20151219,7,0,0,0,delux,full,No,White,2003,4,1634,0,H              ,1000,9,500,1586,0,0
237097,WEN9999607  ,AZ,20131218,20141218,6,0,1,1,delux,full,No,White,1979,4,1251,1,               ,1000,9,100,2478,0,0
237098,WEN9999607  ,AZ,20141218,20151218,7,0,1,1,delux,full,No,White,1979,4,1251,1,               ,1000,9,100,2519,0,0
237111,WEN9999610  ,AZ,20131212,20141212,6,0,0,0,stand,full,stand,Blue,1975,3,1510,3,               ,2500,115,500,5104,0,0
237112,WEN9999610  ,AZ,20141212,20151212,7,0,0,0,stand,full,stand,Blue,1975,3,1510,3,H              ,2500,115,500,5082,0,0
237125,WEN9999613  ,AZ,20131226,20141226,6,0,0,0,stand,lux,stand,Red,1977,4,1600,3,               ,1000,21,25,1812,0,0
237126,WEN9999613  ,AZ,20141226,20151226,7,0,0,0,stand,lux,stand,Red,1977,4,1600,3,H              ,1000,21,25,1805,0,0
237151,WEN9999619  ,AZ,20131212,20141212,6,0,0,0,delux,full,No,White,1973,3,1188,0,               ,1000,81,100,2809,0,0
237152,WEN9999619  ,AZ,20141212,20151212,7,0,0,0,delux,full,No,White,1973,3,1188,0,               ,1000,81,100,2919,0,0
237184,WEN9999627  ,AZ,20131231,20141231,6,0,0,0,delux,full,No,White,1975,3,1710,0,               ,1000,115,100,3587,0,0
237191,WEN9999628  ,AZ,20131229,20141229,6,0,1,1,delux,full,No,White,2001,5,1893,0,H              ,1000,85,100,1605,0,0
237203,WEN9999633  ,AZ,20131214,20141214,6,0,2,2,delux,full,No,White,1995,3,1359,0,H              ,1000,81,100,1780,0,0
237204,WEN9999633  ,AZ,20141214,20151214,7,0,2,2,delux,full,No,White,1995,3,1359,0,H              ,1000,81,100,1842,0,0
237213,WEN9999635  ,AZ,20131215,20141215,6,0,0,0,delux,stand,No,White,1977,3,1266,1,H              ,1000,9,25,1490,0,0
237252,WEN9999649  ,AZ,20131226,20141226,6,0,0,0,stand,lux,stand,Blue,1990,2,2200,4,               ,1000,21,25,2158,0,0
237253,WEN9999649  ,AZ,20141226,20151226,7,0,0,0,stand,lux,stand,Blue,1990,2,2200,4,H              ,1000,21,25,2149,0,0
237279,WEN9999659  ,AZ,20131213,20141213,6,1,5,3,stand,full,stand,Red,1997,2,1300,2,H              ,1000,21,25,1250,0,0
237291,WEN9999663  ,AZ,20131228,20141228,6,2,5,1,delux,full,No,White,1959,4,1156,0,               ,1000,81,25,2619,0,0
237292,WEN9999663  ,AZ,20141228,20151228,7,2,6,2,delux,full,No,White,1959,4,1156,0,               ,1000,81,25,2673,0,0
237313,WEN9999668  ,AZ,20131228,20141228,6,0,2,2,delux,full,Yes,White,1995,5,1082,0,               ,1000,111,25,1372,0,0
237314,WEN9999668  ,AZ,20141228,20151228,7,0,2,2,delux,full,Yes,White,1995,5,1082,0,O              ,1000,111,25,1400,0,0
237321,WEN9999669  ,AZ,20131228,20141228,6,0,0,0,stand,full,stand,Red,1987,3,1080,1,               ,500,115,25,1451,0,0
237322,WEN9999669  ,AZ,20141228,20151228,7,0,1,1,stand,full,stand,Red,1987,3,1080,1,               ,500,115,25,1445,0,0
237331,WEN9999672  ,AZ,20131227,20141227,6,1,2,0,delux,full,No,Blue,2000,4,2445,0,               ,1000,99,500,8471,0,0
237332,WEN9999672  ,AZ,20141227,20151227,7,2,2,0,delux,full,No,Blue,2000,4,2445,0,               ,1000,99,500,8884,0,0
237339,WEN9999673  ,AZ,20131221,20141221,6,0,0,0,delux,stand,No,White,1983,3,1181,0,H              ,1000,115,100,2361,0,0
237340,WEN9999673  ,AZ,20141221,20151221,7,0,0,0,delux,stand,No,White,1983,3,1181,0,H              ,1000,115,100,2474,0,0
237384,WEN9999687  ,AZ,20140110,20150110,6,0,0,1,stand,lux,stand,Blue,1996,3,1470,4,H              ,1000,21,25,2554,0,0
237392,WEN9999691  ,AZ,20131210,20141210,6,0,2,2,delux,full,No,White,1987,6,1449,0,               ,1000,71,100,3121,0,0
237393,WEN9999691  ,AZ,20141210,20151210,7,0,2,2,delux,full,No,White,1987,6,1449,0,               ,1000,71,100,3191,0,0
237408,WEN9999695  ,AZ,20131210,20141210,6,0,0,0,stand,lux,stand,Red,1974,5,1409,4,               ,1000,115,25,2062,0,0
237409,WEN9999695  ,AZ,20141210,20151210,7,0,0,0,stand,lux,stand,Red,1974,5,1409,4,               ,1000,115,25,2051,0,0
237425,WEN9999698  ,AZ,20131215,20141215,6,0,2,2,delux,full,No,Blue,1981,4,1431,0,               ,1000,21,100,5161,0,0
237426,WEN9999698  ,AZ,20141215,20151215,7,0,3,3,delux,full,No,Blue,1981,4,1431,0,               ,1000,21,100,5307,0,0
237448,WEN9999704  ,AZ,20131201,20141201,6,0,0,0,delux,stand,No,White,1957,3,1461,0,H              ,5000,115,25,1642,0,0
237449,WEN9999704  ,AZ,20141201,20151201,7,0,0,0,delux,stand,No,White,1957,3,1461,0,H              ,5000,115,100,1699,0,0
237465,WEN9999710  ,AZ,20131116,20141116,6,0,0,0,delux,full,No,White,1977,3,1008,0,               ,2500,103,25,1691,0,0
237466,WEN9999710  ,AZ,20141116,20151116,7,0,0,0,delux,full,No,White,1977,3,1008,0,               ,2500,103,25,1746,0,0
237485,WEN9999716  ,AZ,20131119,20141119,6,0,2,2,stand,lux,stand,Red,2006,4,2300,3,O              ,1000,15,25,2101,0,0
237486,WEN9999716  ,AZ,20141119,20151119,7,0,2,2,stand,lux,stand,Red,2006,4,2300,3,O              ,1000,15,25,2093,0,0
237500,WEN9999722  ,AZ,20131203,20141203,6,0,0,0,delux,stand,No,White,1965,4,2297,2,H              ,1000,9,100,2790,0,0
237501,WEN9999722  ,AZ,20141203,20151203,7,0,0,0,delux,stand,No,White,1965,4,2297,2,H              ,1000,9,100,2821,0,0
237512,WEN9999724  ,AZ,20131127,20141127,6,0,0,0,delux,full,No,White,1957,4,1428,0,               ,1000,9,25,2247,0,0
237513,WEN9999724  ,AZ,20141127,20151127,7,0,0,0,delux,full,No,White,1957,4,1428,0,               ,1000,9,25,2270,0,0
237520,WEN9999725  ,AZ,20131126,20141126,6,0,4,4,delux,stand,No,White,1988,3,1664,0,               ,2500,111,100,1847,0,0
237540,WEN9999730  ,AZ,20131120,20141120,6,0,0,0,delux,full,No,White,1962,4,1535,0,               ,2500,9,100,1114,0,0
237541,WEN9999730  ,AZ,20141120,20151120,7,0,0,0,delux,full,No,White,1962,4,1535,0,G              ,2500,9,100,1126,0,0
237570,WEN9999738  ,AZ,20131215,20141215,6,0,0,0,delux,full,No,White,1977,4,1539,0,               ,2500,81,100,2222,0,0
237587,WEN9999745  ,AZ,20131215,20141215,6,0,0,0,delux,stand,No,White,1987,5,2367,0,G              ,2500,85,500,3850,0,0
237588,WEN9999745  ,AZ,20141215,20151215,7,0,0,0,delux,stand,No,White,1987,5,2367,0,G              ,2500,85,500,3959,0,0
237614,WEN9999753  ,AZ,20131125,20141125,6,0,0,0,delux,full,No,White,1963,4,1118,0,               ,1000,9,25,2136,0,0
237615,WEN9999753  ,AZ,20141125,20151125,7,0,0,0,delux,full,No,White,1963,4,1118,0,               ,1000,9,25,2158,0,0
237628,WEN9999759  ,AZ,20131130,20141130,6,0,0,0,delux,full,No,White,1994,4,1414,0,               ,1000,103,25,2278,0,0
237629,WEN9999759  ,AZ,20141130,20151130,7,0,0,0,delux,full,No,White,1994,4,1414,0,               ,1000,103,25,2340,0,0
237640,WEN9999762  ,AZ,20131127,20141127,6,1,3,1,delux,full,No,White,1975,1,2652,0,H              ,2500,11,500,5556,0,0
237641,WEN9999762  ,AZ,20141127,20151127,7,1,3,1,delux,full,No,White,1975,1,2652,0,H              ,2500,11,500,5690,0,0
237642,WEN9999763  ,AZ,20141127,20151127,7,0,0,0,stand,lux,stand,Blue,1973,5,1470,99,H              ,1000,115,25,1620,0,0
237680,WEN9999777  ,AZ,20131207,20141207,6,0,0,0,stand,full,stand,Blue,1983,5,1583,4,               ,1000,9,25,2433,0,0
237721,WEN9999794  ,AZ,20131206,20141206,6,0,0,0,stand,full,stand,Blue,2001,4,1956,2,               ,1000,9,25,1502,0,0
237722,WEN9999794  ,AZ,20141206,20151206,7,0,0,0,stand,full,stand,Blue,2001,4,1956,2,               ,1000,9,25,1492,0,0
237738,WEN9999800  ,AZ,20130915,20140915,6,0,1,1,delux,stand,No,White,1988,3,1370,0,               ,2500,115,100,3877,0,0
237739,WEN9999800  ,AZ,20140915,20150915,7,0,1,1,delux,stand,No,White,1988,3,1370,0,               ,2500,115,100,4047,0,0
237755,WEN9999804  ,AZ,20130915,20140915,6,0,0,0,stand,lux,stand,White,1997,5,3060,3,               ,1000,115,100,2606,0,0
237756,WEN9999804  ,AZ,20140915,20150915,7,0,0,0,stand,lux,stand,White,1997,5,3060,3,H              ,1000,115,100,2591,0,0
237776,WEN9999811  ,AZ,20130813,20140813,6,0,3,3,delux,full,No,White,1978,5,1894,0,               ,1000,105,100,1538,0,0
237783,WEN9999812  ,AZ,20130825,20140825,6,0,0,0,stand,econ,stand,White,1992,5,2460,0,H              ,1000,115,100,3186,0,0
237784,WEN9999812  ,AZ,20140825,20150825,7,0,0,0,stand,econ,stand,White,1992,5,2460,0,H              ,1000,115,100,3176,0,0
237792,WEN9999814  ,AZ,20130827,20140827,6,0,0,0,delux,full,No,White,1979,3,1801,0,H              ,1000,115,500,3462,0,0
237793,WEN9999814  ,AZ,20140827,20150827,7,0,0,0,delux,full,No,White,1979,3,1801,0,H              ,1000,115,500,3494,0,0
237800,WEN9999815  ,AZ,20130818,20140818,6,0,0,0,delux,full,No,White,1974,3,2036,0,               ,1000,115,100,4275,0,0
237826,WEN9999821  ,AZ,20130914,20140914,6,0,0,0,stand,full,stand,Blue,2006,3,1358,2,               ,1000,115,25,750,0,0
237827,WEN9999821  ,AZ,20140914,20150914,7,0,0,0,stand,full,stand,Blue,2006,3,1358,2,O              ,1000,115,25,746,0,0
237834,WEN9999823  ,AZ,20130910,20140910,6,0,1,1,stand,lux,stand,Red,2000,5,1450,4,               ,1000,21,100,3296,0,0
237835,WEN9999823  ,AZ,20140910,20150910,7,0,1,1,stand,lux,stand,Red,2000,5,1450,4,O              ,1000,21,100,3274,0,0
237842,WEN9999824  ,AZ,20130916,20140916,6,0,1,1,stand,full,stand,Red,1990,3,1800,3,               ,1000,21,100,4057,0,0
237843,WEN9999824  ,AZ,20140916,20150916,7,0,1,1,stand,full,stand,Red,1990,3,1800,3,G              ,1000,21,100,4032,0,0
237850,WEN9999825  ,AZ,20130830,20140830,6,1,2,0,delux,full,No,White,1979,4,1650,0,G              ,1000,9,100,1482,0,0
237862,WEN9999829  ,AZ,20130924,20140924,6,0,0,0,delux,full,No,White,1983,5,1176,0,               ,1000,9,25,1780,0,0
237863,WEN9999829  ,AZ,20140924,20150924,7,0,0,0,delux,full,No,White,1983,5,1176,0,               ,1000,9,25,1809,0,0
237878,WEN9999832  ,AZ,20130824,20140824,6,0,0,0,stand,lux,stand,Red,2007,4,2150,4,               ,1000,71,100,1933,0,0
237879,WEN9999832  ,AZ,20140824,20150824,7,0,0,0,stand,lux,stand,Red,2007,4,2150,4,H              ,1000,71,100,1922,0,0
237895,WEN9999837  ,AZ,20130831,20140831,6,0,0,0,stand,full,stand,White,1980,3,1365,2,               ,500,115,25,1252,0,0
237896,WEN9999837  ,AZ,20140831,20150831,7,0,0,0,stand,full,stand,White,1980,3,1365,2,               ,500,115,25,1293,0,0
237913,WEN9999840  ,AZ,20130905,20140905,6,0,1,1,stand,lux,stand,Red,1979,3,1265,3,               ,1000,115,25,1620,0,0
237914,WEN9999840  ,AZ,20140905,20150905,7,0,1,1,stand,lux,stand,Red,1979,3,1265,3,               ,1000,115,25,1612,0,0
237926,WEN9999842  ,AZ,20130926,20140926,6,0,0,0,delux,full,No,White,1983,4,1396,1,               ,1000,81,100,1794,0,0
237927,WEN9999842  ,AZ,20140926,20150926,7,0,0,0,delux,full,No,White,1983,4,1396,1,H              ,1000,81,100,1873,0,0
237937,WEN9999848  ,AZ,20130924,20140924,6,0,1,1,delux,econ,No,White,1996,4,1151,0,               ,2500,103,100,1901,0,0
237938,WEN9999848  ,AZ,20140924,20150924,7,0,1,1,delux,econ,No,White,1996,4,1151,0,               ,2500,103,100,1953,0,0
237945,WEN9999849  ,AZ,20130914,20140914,6,0,3,3,stand,full,stand,Blue,1985,3,1388,0,               ,1000,115,25,1092,0,0
237946,WEN9999849  ,AZ,20140914,20150914,7,0,3,3,stand,full,stand,Blue,1985,3,1388,0,               ,1000,115,25,1089,0,0
237959,WEN9999852  ,AZ,20130918,20140918,6,0,0,0,delux,stand,No,White,1928,2,1600,0,G              ,1000,103,100,3680,0,0
237960,WEN9999852  ,AZ,20140918,20150918,7,0,0,0,delux,stand,No,White,1928,2,1600,0,G              ,1000,103,100,3759,0,0
237972,WEN9999854  ,AZ,20130830,20140830,6,0,2,2,delux,full,No,White,1988,3,2530,0,H              ,2500,81,500,3078,0,0
237983,WEN9999857  ,AZ,20130820,20140820,6,0,3,3,delux,full,No,White,1963,3,948,0,               ,2500,115,25,1890,0,0
237984,WEN9999857  ,AZ,20140820,20150820,7,0,3,3,delux,full,No,White,1963,3,948,0,               ,2500,115,25,1646,0,0
237999,WEN9999861  ,AZ,20130831,20140831,6,0,0,0,stand,lux,stand,Blue,1991,5,2580,4,H              ,1000,115,25,1356,0,0
238000,WEN9999861  ,AZ,20140831,20150831,7,0,0,0,stand,lux,stand,Blue,1991,5,2580,4,H              ,1000,115,25,1353,0,0
238009,WEN9999864  ,AZ,20130920,20140920,6,0,0,0,stand,lux,stand,White,2001,3,2035,4,               ,1000,115,100,3107,0,0
238010,WEN9999864  ,AZ,20140920,20150920,7,0,0,0,stand,lux,stand,White,2001,3,2035,4,               ,1000,115,100,3089,0,0
238017,WEN9999865  ,AZ,20130831,20140831,6,0,2,2,delux,full,No,White,1975,4,1416,0,               ,1000,9,100,2790,0,0
238018,WEN9999865  ,AZ,20140831,20150831,7,0,2,3,delux,full,No,White,1975,4,1416,0,O              ,1000,9,100,2419,0,0
238025,WEN9999866  ,AZ,20130930,20140930,6,0,1,1,delux,full,No,White,1959,3,1156,0,               ,1000,115,100,3393,0,0
238026,WEN9999866  ,AZ,20140930,20150930,7,0,1,1,delux,full,No,White,1959,3,1156,0,               ,1000,115,100,3503,0,0
238034,WEN9999869  ,AZ,20130917,20140917,6,0,0,0,delux,stand,No,White,1989,4,1183,0,H              ,1000,15,100,2911,0,0
238041,WEN9999870  ,AZ,20130911,20140911,6,1,2,0,delux,full,No,White,1964,3,1540,0,O              ,2500,21,500,5155,0,0
238055,WEN9999873  ,AZ,20130913,20140913,6,0,0,0,stand,full,stand,White,1992,3,1796,2,               ,1000,115,25,1384,0,0
238056,WEN9999873  ,AZ,20140913,20150913,7,0,0,0,stand,full,stand,White,1992,3,1796,2,O              ,1000,115,25,1378,0,0
238076,WEN9999880  ,AZ,20130810,20140810,6,0,0,0,delux,full,No,White,1975,5,1758,0,               ,2500,15,100,5483,0,0
238077,WEN9999880  ,AZ,20140810,20150810,7,0,0,0,delux,full,No,White,1975,5,1758,0,               ,2500,15,100,5208,0,0
238091,WEN9999883  ,AZ,20130908,20140908,6,0,1,1,delux,full,No,White,1962,3,1941,0,O              ,1000,115,100,2729,0,0
238109,WEN9999891  ,AZ,20130808,20140808,6,0,1,1,stand,full,stand,White,1985,3,1300,0,F              ,500,115,25,895,0,0
238110,WEN9999891  ,AZ,20140808,20150808,7,0,1,1,stand,full,stand,White,1985,3,1300,0,F              ,500,115,25,903,0,0
238121,WEN9999894  ,AZ,20130830,20140830,6,0,0,0,delux,stand,No,White,1982,5,2114,0,               ,1000,9,100,2930,0,0
238122,WEN9999894  ,AZ,20140830,20150830,7,1,1,1,delux,stand,No,White,1982,5,2114,0,               ,1000,9,100,2839,0,0
238129,WEN9999895  ,AZ,20130807,20140807,6,0,1,1,delux,stand,No,White,1967,3,2300,0,               ,2500,31,100,1413,0,0
238130,WEN9999895  ,AZ,20140807,20150807,7,0,1,1,delux,stand,No,White,1967,3,2300,0,               ,2500,31,100,1373,0,0
238137,WEN9999896  ,AZ,20130809,20140809,6,0,2,2,delux,full,No,White,1998,3,1213,0,               ,2500,103,25,1863,0,0
238138,WEN9999896  ,AZ,20140809,20150809,7,0,2,2,delux,full,No,White,1998,3,1213,0,               ,2500,103,100,1821,0,0
238151,WEN9999900  ,AZ,20130727,20140727,6,1,2,0,stand,full,stand,Red,2007,3,1222,0,G              ,1000,115,25,1141,0,0
238152,WEN9999900  ,AZ,20140727,20150727,7,1,2,0,stand,full,stand,Red,2007,3,1222,0,G              ,1000,115,25,1135,0,0
238163,WEN9999903  ,AZ,20130724,20140724,6,0,0,0,delux,stand,No,White,1984,4,1193,0,               ,1000,99,25,5506,0,0
238164,WEN9999903  ,AZ,20140724,20150724,7,0,0,1,delux,stand,No,White,1984,4,1193,0,               ,1000,99,25,5214,0,0
238171,WEN9999904  ,AZ,20130725,20140725,6,0,1,1,stand,econ,stand,Red,1978,3,1002,0,               ,1000,115,25,1241,0,0
238190,WEN9999909  ,AZ,20130725,20140725,6,0,0,0,stand,full,stand,White,1989,3,1800,0,O              ,1000,81,25,839,0,0
238197,WEN9999910  ,AZ,20130722,20140722,6,0,0,0,delux,full,No,White,1992,3,1690,0,H              ,1000,115,500,2080,0,0
238210,WEN9999912  ,AZ,20130715,20140715,6,1,2,0,delux,full,No,White,1980,4,1246,0,               ,2500,81,100,2528,0,0
238219,WEN9999916  ,AZ,20130731,20140731,6,0,0,0,delux,full,No,Blue,1998,3,1883,0,O              ,2500,115,500,2212,0,0
238220,WEN9999916  ,AZ,20140731,20150731,7,0,0,0,delux,full,No,Blue,1998,3,1883,0,O              ,2500,115,500,2222,0,0
238232,WEN9999921  ,AZ,20130731,20140731,6,0,0,0,delux,full,No,White,1980,3,1684,1,H              ,2500,115,100,2431,0,0
238233,WEN9999921  ,AZ,20140731,20150731,7,0,0,0,delux,full,No,White,1980,3,1684,1,H              ,2500,115,100,2333,0,0
238254,WEN9999928  ,AZ,20130730,20140730,6,0,0,0,stand,econ,stand,Blue,1990,5,2880,0,H              ,1000,115,100,2890,0,0
238255,WEN9999928  ,AZ,20140730,20150730,7,0,0,0,stand,econ,stand,Blue,1990,5,2880,0,H              ,1000,115,100,2880,0,0
238272,WEN9999933  ,AZ,20130721,20140721,6,0,2,2,stand,econ,stand,Red,1977,5,1140,6,H              ,1000,81,25,2506,8655,1
238280,WEN9999935  ,AZ,20130731,20140731,6,0,0,0,stand,econ,stand,Blue,2001,4,1930,0,               ,1000,71,25,2235,0,0
238281,WEN9999935  ,AZ,20140731,20150731,7,0,0,0,stand,econ,stand,Blue,2001,4,1930,0,               ,1000,71,25,2221,0,0
238289,WEN9999937  ,AZ,20130721,20140721,6,0,0,0,delux,full,No,White,1965,3,1740,0,               ,1000,103,100,4245,0,0
238297,WEN9999939  ,AZ,20130723,20140723,6,0,0,0,delux,full,No,White,1993,3,1991,0,H              ,1000,81,100,1782,0,0
238304,WEN9999940  ,AZ,20130815,20140815,6,0,0,0,delux,full,No,White,1993,6,1118,0,H              ,1000,51,25,852,0,0
238305,WEN9999940  ,AZ,20140815,20150815,7,0,0,0,delux,full,No,White,1993,6,1118,0,H              ,1000,51,25,846,0,0
238312,WEN9999941  ,AZ,20130805,20140805,6,0,0,0,stand,econ,stand,Red,1999,5,3273,0,H              ,1000,115,100,3118,0,0
238313,WEN9999941  ,AZ,20140805,20150805,7,0,0,0,stand,econ,stand,Red,1999,5,3273,0,H              ,1000,115,100,3098,0,0
238321,WEN9999943  ,AZ,20130806,20140806,6,0,0,0,stand,econ,stand,Blue,1993,5,3382,0,               ,1000,115,500,3790,0,0
238322,WEN9999943  ,AZ,20140806,20150806,7,0,0,0,stand,econ,stand,Blue,1993,5,3382,0,               ,1000,115,500,3767,0,0
238329,WEN9999944  ,AZ,20130815,20140815,6,0,0,0,stand,econ,stand,Red,1981,5,1392,0,H              ,1000,115,100,2725,0,0
238339,WEN9999947  ,AZ,20130801,20140801,6,0,0,0,delux,full,No,White,1977,4,1168,0,G              ,500,21,25,2385,0,0
238340,WEN9999947  ,AZ,20140801,20150801,7,0,0,0,delux,full,No,White,1977,4,1168,0,G              ,500,21,100,2285,0,0
238347,WEN9999948  ,AZ,20130826,20140826,6,0,0,0,stand,econ,stand,Blue,1981,5,1172,0,               ,500,115,100,3113,0,0
238348,WEN9999948  ,AZ,20140826,20150826,7,0,0,0,stand,econ,stand,Blue,1981,5,1172,0,               ,500,115,100,3136,0,0
238357,WEN9999950  ,AZ,20130729,20140729,6,1,2,0,delux,full,No,White,1994,3,2819,0,H              ,2500,115,500,2919,0,0
238358,WEN9999950  ,AZ,20140729,20150729,7,1,2,0,delux,full,No,White,1994,3,2819,0,H              ,2500,115,500,2994,0,0
238372,WEN9999954  ,AZ,20130806,20140806,6,0,0,0,stand,full,stand,White,1973,4,972,0,O              ,500,81,25,1243,0,0
238373,WEN9999954  ,AZ,20140806,20150806,7,0,0,0,stand,full,stand,White,1973,4,972,0,O              ,500,81,25,1246,0,0
238380,WEN9999955  ,AZ,20130717,20140717,6,0,0,0,delux,full,No,White,1997,3,2088,0,H              ,2500,115,500,2346,0,0
238390,WEN9999958  ,AZ,20130815,20140815,6,0,0,0,delux,full,No,Red,1984,3,1480,0,O              ,1000,53,100,1622,0,0
238391,WEN9999958  ,AZ,20140815,20150815,7,0,0,0,delux,full,No,Red,1984,3,1480,0,O              ,1000,53,100,1605,0,0
238403,WEN9999963  ,AZ,20130806,20140806,6,1,2,0,delux,full,No,White,1985,2,1977,0,               ,1000,103,100,4070,0,0
238404,WEN9999963  ,AZ,20140806,20150806,7,2,2,0,delux,full,No,White,1985,2,1977,0,               ,1000,103,100,3942,0,0
238413,WEN9999966  ,AZ,20130815,20140815,6,0,0,0,delux,full,No,White,2001,4,2100,0,H              ,1000,71,500,1942,0,0
238414,WEN9999966  ,AZ,20140815,20150815,7,0,0,0,delux,full,No,White,2001,4,2100,0,H              ,1000,71,500,1993,0,0
238426,WEN9999969  ,AZ,20130825,20140825,6,0,0,0,delux,stand,No,White,1980,3,1566,2,G              ,1000,115,100,4140,0,0
238427,WEN9999969  ,AZ,20140825,20150825,7,0,0,0,delux,stand,No,White,1980,3,1566,2,G              ,1000,115,100,3061,0,0
238443,WEN9999974  ,AZ,20130810,20140810,6,0,0,0,delux,stand,No,White,1983,4,2112,0,               ,1000,103,500,5127,0,0
238444,WEN9999974  ,AZ,20140810,20150810,7,0,0,0,delux,stand,No,White,1983,4,2112,0,               ,1000,103,500,5095,0,0
238452,WEN9999976  ,AZ,20130727,20140727,6,0,0,0,delux,stand,No,White,1940,3,1146,0,               ,1000,31,25,1014,0,0
238453,WEN9999976  ,AZ,20140727,20150727,7,0,0,0,delux,stand,No,White,1940,3,1146,0,               ,1000,31,25,1038,0,0
238460,WEN9999977  ,AZ,20130726,20140726,6,0,1,1,stand,full,stand,Red,1976,3,940,0,H              ,1000,115,25,982,0,0
238461,WEN9999977  ,AZ,20140726,20150726,7,0,1,1,stand,full,stand,Red,1976,3,940,0,H              ,1000,115,25,979,0,0
238468,WEN9999978  ,AZ,20130728,20140728,6,0,0,0,delux,full,No,White,1971,3,2470,0,H              ,1000,115,500,2742,0,0
238469,WEN9999978  ,AZ,20140728,20150728,7,0,0,0,delux,full,No,White,1971,3,2470,0,H              ,1000,115,500,2822,0,0
238482,WEN9999983  ,AZ,20130703,20140703,6,0,2,2,delux,full,No,White,1982,3,928,0,               ,1000,115,100,2567,0,0
238503,WEN9999988  ,AZ,20130721,20140721,6,1,0,0,delux,full,No,White,1973,3,1371,0,               ,1000,115,100,3885,0,0
238521,WEN9999993  ,AZ,20130630,20140630,6,0,0,0,delux,full,No,White,1978,3,1689,0,               ,2500,103,100,3096,0,0
